Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
78.6619,96.69825,8352.879,6.176534,Actve,6.0
83.60733,98.29099,14745.365,3.621458,Sedentary,1.0
41.36685,97.24937,2313.7805,5.867093,Highly Active,4.0
60.55663,95.17464,17368.9,7.1744165,Seddentary,5.0
82.70863,98.694016,3175.2405,6.3772225,Active,6.0
79.25723,96.68285,67.043236,6.306436,Highly Active,1.0
69.32259,96.13963,545.946,5.972167,Highly Active,7.0
81.803474,97.114876,655.088,5.868509,Active,6.0
88.9095,98.75524,1624.79,4.5830984,Seddentary,5.0
67.9076,98.04493,1445.0547,4.553566,Highly Active,4.0
65.65498,95.88881,417.46234,7.0459723,Active,7.0
71.16024,97.28104,15802.775,8.345668,Active,8.0
82.47206,98.95106,12334.457,6.086197,Active,2.0
66.41107,97.958755,10072.646,8.578717,Seddentary,5.0
87.79378,96.04622,4565.829,6.505463,Highly Active,5.0
67.76981,99.46636,3875.5005,6.3021817,Highly_Active,7.0
66.606544,100.0,3878.1353,7.4568634,Seddentary,7.0
110.19674,96.96825,2124.4744,6.505463,Seddentary,6.0
56.48124,97.81629,6560.0557,5.742523,Actve,8.0
86.72577,98.98376,426.27753,3.263366,Highly Active,8.0
47.903404,97.5321,7526.6753,6.70814,Actve,8.0
84.872665,97.84158,5048.774,7.5522337,Highly Active,5.0
115.37692,95.352905,11869.556,5.6697264,Sedentary,6.0
90.85564,97.947266,25216.842,9.510673,Highly Active,7.0
95.07104,99.80714,14646.845,8.048692,Seddentary,3.0
73.55876,95.760826,8908.863,4.291108,Active,4.0
89.134026,97.66487,3969.0984,6.2080956,Highly Active,5.0
78.729866,95.418106,1690.26,5.240254,Seddentary,5.0
105.38946,97.85434,7652.7266,5.9489427,Seddentary,3.0
58.40047,99.62816,1576.0111,7.4813204,Highly_Active,3.0
92.81226,97.35716,143.26884,6.122379,Active,10.0
81.41554,99.542175,5960.619,5.644514,Active,2.0
61.307903,97.84158,3507.6335,6.6411295,Highly Active,1.0
70.8831,94.466515,14613.37,7.639671,Seddentary,8.0
50.985744,96.53444,7264.861,7.624724,Highly Active,2.0
40.0,95.361595,7293.9717,7.4230027,Active,8.0
57.006687,98.20653,10854.652,8.555302,Actve,1.0
69.17936,100.0,2862.6443,6.364271,Highly_Active,2.0
76.21781,98.59673,22219.316,5.9581857,Actve,1.0
55.353252,98.79677,1751.0991,6.2668257,Seddentary,8.0
70.25095,97.19686,14372.592,5.2859006,Actve,2.0
78.546196,99.30887,16921.338,5.2509103,Highly_Active,5.0
66.35391,98.390656,278.7602,7.608212,Highly Active,3.0
58.787136,100.0,6994.323,7.745907,Actve,3.0
64.02981,98.3475,9687.863,2.531177,Sedentary,1.0
95.04874,95.059265,21528.037,7.9103556,Highly Active,5.0
49.099407,95.5452,2026.6561,5.883067,Highly Active,3.0
92.315285,95.7583,5776.3604,5.551465,Sedentary,6.0
95.48029,96.86647,10383.26,6.009562,Seddentary,10.0
69.6563,100.0,1124.1028,4.606781,Seddentary,7.0
81.90216,100.0,13420.408,6.2479353,Highly Active,8.0
63.286274,98.85358,3618.3523,9.372363,Seddentary,9.0
79.01571,99.57822,7146.716,4.1784644,Highly_Active,5.0
108.39662,99.40145,300.6309,7.4275107,Highly Active,6.0
94.06726,100.0,1765.6292,7.9619107,Highly Active,2.0
75.220604,95.92611,4553.095,7.372937,Active,2.0
55.21167,100.0,2389.6433,8.800595,Actve,2.0
70.5949,98.19163,22164.523,7.9724035,Highly_Active,8.0
79.09941,98.64324,11090.913,7.506422,Highly_Active,10.0
85.82418,100.0,14011.14,8.0570755,Actve,7.0
73.36177,98.56279,4395.6846,7.987825,Sedentary,1.0
101.79054,96.2665,4492.4165,5.9764705,Highly Active,2.0
75.48895,97.66062,11450.078,7.446755,Actve,6.0
67.86943,99.4193,3431.8186,6.0906014,Seddentary,8.0
82.868126,96.80272,4588.9277,6.505463,Seddentary,7.0
85.500824,96.86074,5264.1855,9.255063,Actve,10.0
75.220604,98.68989,6540.4287,5.6698847,Highly_Active,3.0
60.920834,98.36391,7348.1646,8.143205,Highly_Active,8.0
50.37067,96.71535,7992.5034,7.3021026,Highly_Active,10.0
70.66582,100.0,4109.0254,5.156143,Highly Active,4.0
93.25137,98.42091,2448.3606,5.3362327,Seddentary,6.0
84.99175,93.70947,17693.602,7.096007,Actve,2.0
91.857994,98.82692,12269.994,7.0991745,Highly_Active,4.0
65.18445,97.84158,24.103203,5.935734,Sedentary,1.0
72.549225,99.40066,5035.3374,6.505463,Active,1.0
46.41394,97.1475,2247.2537,7.704804,Actve,5.0
90.11803,96.12938,7204.8247,2.112415,Actve,5.0
95.14112,98.07582,4889.086,7.0222054,Highly Active,3.0
59.001427,98.389786,149.75583,8.199249,Highly_Active,1.0
99.38624,99.526215,9107.821,3.7261355,Actve,3.0
71.48266,98.67602,2254.8208,6.739962,Actve,2.0
58.75086,100.0,2109.9734,6.505463,Seddentary,9.0
70.26089,100.0,227.12808,6.792454,Active,6.0
84.426346,98.033485,12335.5205,7.9668326,Seddentary,6.0
74.19215,96.06404,6053.189,4.480368,Sedentary,5.0
66.32947,100.0,4642.981,6.505463,Sedentary,3.0
83.88487,99.16006,7885.039,6.253279,Seddentary,10.0
85.267105,96.02051,2965.7966,3.5768945,Actve,7.0
72.39119,97.54379,5899.2407,7.3604016,Highly_Active,9.0
69.64863,95.97205,2006.9962,8.942884,Actve,8.0
66.81577,94.12752,455.16888,7.50588,Sedentary,5.0
82.17853,96.04772,5768.268,6.694777,Highly Active,4.0
50.936523,93.72199,1749.9326,7.828892,Sedentary,4.0
63.560467,98.943115,9705.241,5.607545,Sedentary,1.0
72.56939,98.10056,4208.357,5.1777716,Sedentary,2.0
63.176556,96.32165,2017.4946,7.2704616,Seddentary,4.0
78.80964,99.45482,2017.4946,6.8434086,Highly Active,4.0
77.450615,95.139366,868.005,6.505463,Highly_Active,10.0
112.209984,100.0,10031.468,5.2116942,Seddentary,1.0
63.581112,97.086975,4212.6333,4.2425156,Seddentary,4.0
74.83284,98.8644,11723.274,4.94129,Seddentary,4.0
60.64595,95.91194,1040.2827,5.2208233,Sedentary,8.0
104.09704,98.244446,3375.0127,3.438267,Highly Active,1.0
100.5183,97.78515,1389.41,7.212768,Active,1.0
51.4812,97.41236,442.03668,4.5659847,Highly Active,3.0
72.532936,97.073784,21761.936,4.4830823,Highly Active,5.0
75.5405,98.80298,9078.979,6.1071177,Seddentary,1.0
69.897194,96.22111,2757.578,5.140884,Highly Active,8.0
67.74181,94.06614,1977.9365,4.13328,Highly Active,8.0
86.56354,97.866455,1599.9242,4.2990866,Seddentary,5.0
101.81805,100.0,307.7397,7.303318,Active,3.0
87.10583,94.632034,758.31616,5.995365,Highly Active,5.0
75.220604,98.1641,760.1715,4.229578,Seddentary,7.0
69.677505,97.995605,7681.8555,8.683911,Sedentary,2.0
75.220604,99.0864,6322.026,5.4330716,Actve,3.0
90.21072,98.187675,5878.4424,7.2947702,Actve,2.0
67.880424,96.61017,5878.4424,6.337877,Highly_Active,10.0
71.50367,97.84158,2024.7241,6.6468606,Sedentary,10.0
51.371662,98.17434,2934.9075,6.5310936,Active,7.0
54.71128,96.645935,948.34644,4.4317822,Sedentary,5.0
68.494,96.27997,6202.213,9.866113,Actve,2.0
58.953384,98.184265,18911.578,5.359185,Highly Active,5.0
87.066185,95.82866,13921.467,7.7380986,Sedentary,4.0
72.61545,97.84158,5667.748,6.505463,Sedentary,6.0
82.98863,99.067924,7241.732,4.8417563,Sedentary,9.0
56.6883,94.99242,34073.906,8.553883,Highly Active,1.0
94.48144,99.9293,5099.313,8.835101,Active,6.0
75.220604,97.93729,14313.291,7.1805153,Active,6.0
81.06696,100.0,4861.238,7.710611,Active,1.0
89.20291,97.36528,343.36404,4.6188173,Sedentary,4.0
79.78155,100.0,19097.21,7.4891477,Seddentary,1.0
59.798893,100.0,830.5411,7.47351,Highly Active,8.0
250.62068,97.98306,8526.219,7.1578045,Highly Active,1.0
63.188778,97.68086,1902.2839,8.969929,Actve,6.0
78.163345,93.17012,16191.043,3.079561,Highly Active,6.0
63.40761,97.58805,1566.2834,6.2311997,Active,9.0
99.93324,98.545944,1056.3657,8.723169,Active,7.0
85.04482,97.96755,4042.66,4.831426,Active,4.0
90.11164,98.36675,4805.7144,7.4742804,Seddentary,8.0
63.611454,98.97135,11962.004,5.7712493,Seddentary,10.0
79.48363,97.40184,10060.248,6.632663,Seddentary,1.0
77.853035,97.84158,2785.2793,4.91394,Actve,5.0
76.65482,96.72789,3402.3599,9.894365,Highly_Active,10.0
45.938618,95.56984,6017.229,4.77926,Actve,7.0
246.09415,100.0,5614.113,6.304732,Active,2.0
74.423035,95.60736,13865.875,6.110884,Highly_Active,8.0
82.527145,97.45985,4476.897,8.111495,Actve,6.0
55.278835,99.49721,15677.864,6.6045685,Active,2.0
96.956276,97.480934,1606.5233,4.1350126,Active,10.0
95.69091,99.137054,14154.855,5.534959,Seddentary,6.0
87.81566,100.0,2539.7827,3.2567093,Seddentary,2.0
79.09273,98.14474,10899.833,6.6092157,Sedentary,6.0
110.032814,98.921936,5833.1016,9.171542,Sedentary,10.0
89.746475,99.11029,14587.626,6.201113,Sedentary,3.0
54.508167,96.31741,1840.9604,7.0100217,Highly Active,1.0
78.3673,95.21784,8462.874,8.153288,Actve,5.0
83.75625,100.0,13231.46,5.463899,Sedentary,1.0
76.57576,98.87208,10494.376,8.14961,Active,7.0
83.59657,96.26713,5842.9644,9.368582,Highly Active,7.0
96.6185,100.0,7876.1143,3.838064,Highly_Active,1.0
72.17018,95.026184,1531.5956,8.205455,Actve,3.0
69.30145,96.248634,1707.5648,4.2760854,Sedentary,9.0
58.717304,97.06093,2177.042,5.337856,Actve,4.0
47.010956,99.9568,12322.383,6.505463,Sedentary,10.0
70.316345,97.22144,12322.383,6.9832454,Active,4.0
64.8407,97.79215,2485.959,6.505463,Seddentary,6.0
71.900536,95.54031,17718.2,9.850518,Actve,3.0
66.22162,97.66302,9852.208,6.0052752,Seddentary,1.0
58.88352,97.45039,9246.843,8.144558,Seddentary,10.0
66.74269,94.806526,4250.603,6.0417323,Highly_Active,8.0
82.69524,97.36259,8483.131,7.1867323,Active,6.0
66.97124,97.84158,5838.587,7.2380123,Seddentary,4.0
72.169975,100.0,519.0275,6.6205063,Actve,4.0
106.41977,98.53804,6014.844,4.372101,Highly_Active,9.0
91.12756,100.0,4213.5195,6.9155936,Highly Active,8.0
78.41784,94.17947,846.9741,5.6307244,Actve,7.0
78.9148,95.931,2953.99,5.8132086,Sedentary,3.0
64.34534,96.55479,15763.069,7.3900766,Sedentary,10.0
68.70129,96.37642,11396.867,7.286763,Sedentary,10.0
70.84068,98.62487,17165.986,5.3662634,Highly_Active,8.0
76.57511,97.425095,8838.132,6.826271,Actve,10.0
74.33826,97.84158,7008.246,6.530521,Actve,5.0
58.073322,100.0,1049.5576,6.505463,Seddentary,10.0
83.940636,98.38349,793.82434,5.299707,Seddentary,5.0
66.397606,93.95908,1983.5387,5.32363,Actve,4.0
103.83519,99.45262,2640.1558,6.483499,Highly Active,2.0
93.74445,100.0,6538.252,6.0437207,Active,2.0
50.07671,99.45501,14686.608,6.8139534,Seddentary,10.0
71.20185,95.93192,15497.572,5.1805253,Seddentary,8.0
99.124245,97.10599,8027.783,6.240308,Actve,6.0
84.94052,99.62561,5971.798,6.3534646,Highly Active,7.0
76.3361,96.12011,1961.5966,6.989462,Seddentary,2.0
40.121513,97.69189,19458.082,8.704678,Sedentary,1.0
71.73649,96.19359,7784.2837,8.111442,Highly_Active,4.0
78.15543,99.179214,5336.8384,6.388333,Sedentary,4.0
44.160416,99.617905,768.3633,4.10782,Seddentary,8.0
84.20065,100.0,12236.207,5.730508,Actve,2.0
64.472336,100.0,3004.6377,7.881469,Actve,9.0
79.519455,100.0,16159.285,6.4171934,Highly_Active,6.0
76.977394,100.0,1290.9512,4.6135526,Actve,9.0
71.16859,95.205055,348.70834,6.191667,Highly Active,10.0
86.873535,96.44202,3993.139,5.793839,Sedentary,2.0
79.21931,96.17128,570.77277,8.391212,Active,1.0
115.738464,98.32859,446.56705,5.6263347,Seddentary,1.0
101.66871,96.73353,8755.794,7.1213593,Highly Active,2.0
59.813293,97.23577,2082.9546,7.5324035,Highly Active,4.0
92.80224,100.0,7129.247,4.642089,Actve,5.0
63.950516,99.10384,5921.3584,5.383001,Highly_Active,1.0
57.385323,97.00727,1061.8898,5.859582,Seddentary,9.0
52.858162,99.57806,3411.8037,6.706615,Highly Active,1.0
69.62766,98.57795,478.4307,5.6077085,Sedentary,10.0
90.08808,98.585075,3833.3145,4.4365783,Active,6.0
75.220604,99.33759,1409.3499,4.9891806,Seddentary,3.0
82.626884,93.093506,708.87683,7.910135,Highly Active,10.0
40.0,96.21233,2668.6716,9.608148,Highly Active,9.0
71.56475,95.961784,23.975786,6.958073,Sedentary,8.0
59.21269,98.06514,23.975786,8.1180725,Seddentary,1.0
51.300285,99.5361,1205.3544,7.03093,Highly Active,8.0
56.942123,96.96693,6881.441,7.5476084,Active,4.0
76.06387,96.130104,12510.841,6.505463,Seddentary,7.0
84.86642,93.6625,17442.527,7.5166907,Active,10.0
61.344036,98.73999,5708.3867,7.033135,Highly_Active,10.0
83.83629,95.64357,10867.561,6.7137547,Seddentary,10.0
87.246185,98.60818,4245.855,5.891398,Active,4.0
79.944275,96.22672,4715.8936,7.288313,Actve,7.0
62.12613,99.10912,5539.523,6.505463,Highly_Active,8.0
67.53989,98.732475,7763.546,5.1391163,Active,4.0
75.220604,94.44044,7758.886,8.282921,Seddentary,2.0
64.264694,99.74642,10772.136,7.9873877,Highly_Active,2.0
84.69962,98.59526,6717.0186,6.7899323,Sedentary,6.0
75.220604,100.0,14997.216,8.266761,Actve,1.0
80.714264,95.22509,8646.705,7.5911417,Highly Active,3.0
88.60409,95.78173,18510.863,5.839809,Active,4.0
77.87196,97.22349,9716.301,3.7772958,Seddentary,5.0
60.14271,97.68603,9394.719,3.7265313,Highly_Active,10.0
50.543488,97.4594,13782.679,8.393501,Actve,1.0
58.390877,94.09843,7465.9336,6.4575825,Highly Active,1.0
82.31086,98.530464,1385.5322,5.944438,Highly Active,6.0
71.91059,97.429955,606.2929,5.510674,Highly_Active,1.0
65.99216,97.2384,2656.8022,6.5954504,Active,5.0
80.96603,98.03372,11788.899,7.8720183,Highly Active,1.0
45.21058,98.48626,153.62857,5.281516,Active,1.0
71.0678,97.75991,1137.9587,6.6419787,Active,7.0
58.39909,96.0591,785.25336,10.487084,Actve,8.0
54.742004,95.2304,265.18503,9.222481,Sedentary,3.0
67.281296,99.76358,11635.583,3.152217,Actve,6.0
112.08257,96.034676,2295.5032,3.7779682,Actve,7.0
84.48217,95.50722,9137.545,9.208894,Seddentary,5.0
58.041023,98.04242,1071.3413,7.8439293,Seddentary,2.0
93.16377,98.95664,3680.79,6.5771422,Highly_Active,2.0
55.399963,100.0,866.7754,7.2926993,Active,5.0
75.220604,96.24619,17.38442,6.0254107,Sedentary,8.0
61.777092,96.529854,6648.249,5.501266,Highly Active,10.0
76.64304,98.41322,4590.716,7.5955544,Sedentary,8.0
106.28443,99.28109,3772.6106,6.3546147,Highly_Active,7.0
69.74442,96.82876,573.47974,7.796798,Highly Active,3.0
102.566154,99.311775,6210.6045,5.6769714,Highly_Active,1.0
73.91796,96.79857,10598.927,7.569288,Active,9.0
73.69342,98.23876,487.285,6.9679937,Sedentary,2.0
61.70885,95.37615,3734.581,4.4980626,Actve,8.0
96.18622,98.838455,2613.254,8.711454,Highly_Active,10.0
67.565895,99.01991,15571.378,4.3882895,Seddentary,9.0
103.577354,98.39925,2132.903,8.496464,Highly Active,10.0
65.58337,94.24357,20211.996,7.18238,Active,9.0
68.170494,97.20297,12338.223,7.4609942,Active,7.0
90.05932,98.718864,738.75946,5.760586,Actve,4.0
73.37284,96.41247,4586.0757,5.9466105,Active,10.0
79.32639,100.0,7328.813,6.5057645,Sedentary,2.0
55.36498,100.0,6293.829,4.5666556,Highly_Active,2.0
76.65305,96.24163,7959.2236,7.3628335,Seddentary,2.0
80.56601,99.25501,3889.6196,5.9623413,Sedentary,2.0
100.86443,97.69044,16458.219,3.320188,Sedentary,6.0
67.8236,98.89184,2206.4363,9.331041,Actve,1.0
80.062485,97.7719,691.7909,6.897678,Actve,7.0
93.15331,97.629234,26708.688,6.505463,Highly Active,4.0
75.639366,97.077385,7388.0415,5.4634757,Active,7.0
91.29255,99.02895,7535.166,6.998501,Highly Active,8.0
112.4741,94.975006,11908.058,7.6036153,Actve,7.0
75.44378,96.59855,3830.5085,4.319041,Highly Active,10.0
94.854454,98.163445,3417.0085,7.4054146,Seddentary,8.0
82.72263,96.80251,20851.44,4.910997,Sedentary,5.0
87.861694,100.0,3423.236,4.5703855,Actve,6.0
85.57519,99.08703,572.0992,5.179259,Active,6.0
90.99749,95.85207,2575.4607,9.650904,Actve,4.0
90.004364,97.84158,14474.878,7.6750464,Actve,5.0
73.94596,99.5699,698.43335,6.473506,Sedentary,3.0
66.66034,98.61238,8828.873,9.053512,Active,9.0
81.38063,97.74942,2168.5503,5.1161113,Highly Active,5.0
53.203583,97.699844,9586.622,4.959943,Highly_Active,6.0
84.279335,100.0,5058.8174,5.125337,Highly_Active,8.0
86.18818,95.33533,7085.29,9.316956,Seddentary,7.0
72.31713,100.0,1950.5591,7.802942,Highly Active,10.0
75.662704,98.41094,1288.4579,5.2763658,Highly Active,7.0
88.67789,100.0,457.80902,5.4624376,Actve,8.0
86.20721,97.93452,12223.895,6.9247303,Actve,2.0
75.220604,100.0,8676.827,4.799566,Highly_Active,3.0
86.655045,96.734856,2430.5598,6.232863,Actve,3.0
76.59455,98.15436,12694.316,5.0102053,Sedentary,10.0
74.77689,99.63071,12557.593,6.3964367,Highly_Active,8.0
81.334915,99.56893,1037.5444,6.505463,Actve,7.0
96.8024,96.26816,8754.698,9.114405,Highly Active,3.0
78.96411,95.10542,2419.966,4.1520576,Highly_Active,2.0
75.220604,96.32199,4407.1245,7.3999453,Actve,8.0
44.50876,97.51547,3936.611,7.5167065,Active,7.0
79.82418,97.71019,6417.2515,6.152465,Seddentary,9.0
76.23967,98.21163,2984.6624,5.6111126,Active,3.0
50.01289,99.44604,532.52997,5.60939,Sedentary,8.0
52.271942,97.84158,7817.0806,3.7204802,Sedentary,4.0
75.220604,94.016685,22632.768,7.6684227,Actve,3.0
76.60695,99.94352,7715.554,5.3534884,Sedentary,5.0
86.857,100.0,5429.6978,3.9969065,Highly Active,6.0
40.0,98.6481,1250.7185,6.984259,Highly Active,5.0
91.04121,97.43498,6869.1245,6.970209,Highly_Active,7.0
75.220604,97.84158,6610.795,7.770459,Seddentary,9.0
54.251106,100.0,6750.157,9.226229,Highly_Active,3.0
96.119934,95.77345,15599.689,6.5603523,Highly_Active,1.0
101.85613,96.76303,8819.36,6.0509915,Highly Active,2.0
54.995304,96.73391,10707.916,5.9139338,Seddentary,5.0
76.614655,95.75516,2631.401,6.0585394,Sedentary,10.0
77.97283,100.0,2206.5723,5.393351,Sedentary,7.0
48.035404,98.25133,1621.5907,5.849122,Highly_Active,2.0
70.0494,95.74176,10547.25,5.4178977,Seddentary,10.0
96.061554,97.84158,8394.951,4.941787,Highly_Active,4.0
75.220604,99.681755,2930.852,9.105068,Active,1.0
102.42993,100.0,1064.7689,8.578399,Highly Active,1.0
80.52822,99.91047,13126.017,3.7056766,Highly Active,1.0
63.129364,100.0,3394.7178,6.9767814,Sedentary,8.0
75.67683,97.120636,1472.8802,6.402572,Active,3.0
53.048103,95.42996,1091.7529,6.717392,Actve,2.0
81.42352,100.0,17652.145,4.3235292,Actve,7.0
72.11609,96.63436,976.14813,3.7289212,Highly Active,2.0
68.606865,99.27536,3120.439,6.505463,Sedentary,5.0
53.30846,96.320724,7001.35,5.9453697,Highly Active,7.0
73.78612,97.84158,3670.6428,5.67589,Highly Active,9.0
75.220604,95.443504,4543.3823,6.18968,Active,10.0
54.44494,100.0,11358.435,7.3995724,Seddentary,9.0
91.21691,98.77709,50224.69,7.822021,Highly Active,8.0
79.168755,95.31058,4407.4976,5.0283213,Active,4.0
62.275307,93.74775,3333.0193,5.168762,Sedentary,4.0
73.56862,97.855835,3655.128,6.7250037,Actve,8.0
87.553925,100.0,3224.3503,8.334416,Highly Active,6.0
95.54462,97.07622,4494.1367,6.1792927,Seddentary,3.0
98.80428,100.0,2835.8918,6.7173347,Highly_Active,5.0
102.003426,95.968155,4347.303,4.454703,Highly Active,2.0
55.04407,99.52543,20361.385,3.2066724,Seddentary,2.0
64.34964,97.443535,2360.197,9.969904,Active,4.0
53.982407,99.454094,7386.35,6.915777,Highly_Active,10.0
91.364685,96.35552,4671.4497,4.972766,Sedentary,7.0
72.40684,96.84256,9227.738,3.2861686,Sedentary,4.0
93.94092,95.235565,4474.486,8.668663,Seddentary,5.0
53.742218,100.0,1224.9945,5.08374,Seddentary,10.0
64.66225,97.01787,14413.013,5.0820484,Seddentary,9.0
63.02588,97.02855,7884.052,5.424889,Highly_Active,3.0
93.57639,96.97804,5223.928,6.7059717,Seddentary,8.0
85.51151,99.08966,12448.465,7.4579816,Actve,3.0
44.56468,93.50919,26162.252,6.505463,Seddentary,3.0
75.220604,95.439995,3686.3066,4.9272203,Active,4.0
89.39148,100.0,3048.5251,6.505463,Sedentary,6.0
75.220604,98.46211,9805.373,5.7627077,Sedentary,5.0
81.20463,96.79001,4243.7217,6.5160694,Active,5.0
77.710945,99.76636,627.70306,4.2488246,Sedentary,7.0
61.040398,98.40925,3063.188,7.3688126,Sedentary,10.0
91.05286,100.0,11574.903,8.137384,Actve,5.0
57.046143,96.78231,8585.776,5.209786,Highly_Active,7.0
50.829796,96.4024,13906.439,3.7394943,Actve,8.0
78.11498,95.22948,1109.906,5.927326,Highly_Active,3.0
68.35128,100.0,1957.2716,9.344217,Highly_Active,5.0
85.85316,100.0,1692.1406,5.5390735,Seddentary,7.0
82.26757,99.39911,24864.018,10.2991495,Seddentary,9.0
100.61655,96.025345,1295.2417,5.658952,Highly Active,3.0
81.06823,95.139435,6377.9043,3.7629678,Actve,9.0
90.89742,99.79714,6377.9043,5.7350216,Active,10.0
62.229633,98.49096,6752.7334,3.6935894,Active,7.0
85.673904,96.16286,8235.935,5.421229,Highly Active,1.0
70.85103,99.25186,4630.4766,7.073244,Actve,1.0
67.590294,100.0,611.7907,5.8026476,Actve,6.0
61.46219,97.30392,8456.712,8.151658,Active,2.0
98.13557,97.831635,2310.2786,5.6959677,Actve,5.0
74.8968,99.88517,552.33234,4.262446,Seddentary,7.0
63.173767,100.0,1302.5023,6.721693,Actve,5.0
75.220604,98.11361,2370.0732,6.277436,Actve,1.0
68.40069,97.84158,3964.8564,6.4645953,Highly_Active,8.0
75.220604,100.0,13829.281,4.5898767,Active,3.0
118.53256,96.6935,5382.6807,6.9016643,Actve,1.0
56.868412,98.84021,4470.1787,8.583318,Sedentary,7.0
102.97661,100.0,1485.9255,4.528835,Actve,4.0
62.844208,99.378975,22404.281,3.6345122,Active,1.0
84.39005,98.21249,16741.133,4.183738,Sedentary,5.0
73.47595,97.92534,11852.676,6.4569435,Seddentary,10.0
86.0462,96.51104,2732.1519,4.0884743,Sedentary,7.0
54.270287,98.517784,5772.8057,6.9897075,Actve,4.0
52.439014,95.868774,3446.8555,7.034928,Actve,4.0
86.50414,99.68982,3609.8606,7.0510964,Highly Active,2.0
75.220604,99.864655,524.0557,10.3835335,Seddentary,7.0
57.47057,97.875145,1056.1232,3.7015488,Active,8.0
75.220604,96.604485,22739.717,3.9389892,Active,7.0
55.58772,94.508026,6592.7646,8.417864,Active,5.0
57.499596,96.362816,44.307186,7.2989316,Highly Active,1.0
68.83412,96.59823,11595.191,8.22156,Active,4.0
42.232098,98.13563,637.4549,6.505463,Sedentary,1.0
53.986576,96.228065,8620.745,4.4602504,Seddentary,1.0
95.102,99.77669,6788.7456,7.9680634,Actve,2.0
89.353676,100.0,455.13986,6.2493277,Highly_Active,2.0
264.64282,98.24238,5299.1597,8.471285,Active,1.0
83.92108,95.29057,340.1808,5.874629,Seddentary,2.0
94.524254,93.50602,465.894,6.1819696,Actve,5.0
68.67701,98.11312,367.74463,9.935552,Actve,1.0
72.19322,97.2042,2064.7444,4.9391217,Sedentary,6.0
81.19359,95.94032,11328.266,7.611027,Sedentary,2.0
46.592907,97.43285,3150.91,4.1488943,Actve,9.0
83.186584,100.0,7142.586,5.200778,Active,6.0
75.220604,97.84158,933.51196,7.606071,Highly_Active,1.0
68.157974,100.0,18907.322,4.3779154,Highly Active,3.0
89.9589,97.103546,4911.6543,7.8147097,Highly Active,2.0
51.71847,97.41164,174.31683,6.1689396,Active,7.0
231.03629,99.960106,5396.3486,5.0369987,Actve,4.0
81.71773,98.10866,5396.3486,6.339349,Active,3.0
67.04477,99.17941,1525.4939,6.505463,Highly Active,2.0
75.559906,95.476135,6420.592,5.43274,Actve,5.0
76.28149,98.876686,1796.753,5.757842,Highly_Active,4.0
88.46153,95.005554,1685.4208,4.4109464,Highly_Active,6.0
72.26377,93.28391,5450.323,3.8562405,Sedentary,9.0
56.215527,97.23106,1879.3615,3.3100178,Sedentary,9.0
66.33136,99.903854,819.7696,7.2551575,Highly Active,8.0
69.76832,98.753845,3672.779,7.14839,Sedentary,6.0
75.220604,97.64321,373.7939,5.3095164,Active,3.0
77.841286,93.78144,16500.996,6.305712,Seddentary,1.0
77.12416,94.76405,4204.4536,8.577878,Highly_Active,8.0
76.34784,97.42998,92.26825,5.560797,Seddentary,10.0
61.537243,97.30831,1781.104,6.099291,Highly_Active,7.0
76.94687,97.88594,22160.307,9.407886,Sedentary,5.0
94.32451,100.0,4801.6846,7.081933,Active,7.0
79.4183,98.284096,3111.876,7.858158,Sedentary,6.0
91.084915,100.0,2649.4946,7.565031,Sedentary,8.0
76.63377,96.55861,3776.6243,7.258123,Highly_Active,9.0
75.220604,97.84158,1665.7078,5.411838,Actve,7.0
87.90509,100.0,9679.66,5.0400352,Active,2.0
53.890953,100.0,4969.2793,7.5115027,Highly_Active,7.0
66.62549,100.0,9744.319,7.2850914,Highly Active,10.0
72.88069,96.11282,2054.7905,6.8480115,Active,5.0
84.79151,96.83191,10.174366,6.9377427,Active,2.0
94.118546,96.88798,23717.07,5.341564,Sedentary,6.0
87.697075,99.01648,5023.0273,6.505463,Actve,2.0
86.19191,96.1078,581.68756,5.4002786,Actve,7.0
87.96901,98.65585,766.76074,6.1238465,Sedentary,7.0
90.05982,99.83233,3992.5203,5.6077213,Actve,1.0
57.93558,99.41657,8318.171,8.851863,Active,7.0
108.072075,95.99626,3536.7102,8.713532,Highly Active,2.0
91.64579,99.92571,12009.521,7.7787724,Highly Active,6.0
72.28526,98.13953,2793.5234,8.330911,Highly Active,8.0
80.5696,96.84758,326.74646,4.5590677,Actve,6.0
55.29819,100.0,58.28009,7.576745,Seddentary,8.0
71.10244,98.13304,13735.06,6.446646,Highly_Active,9.0
69.86815,100.0,29151.39,5.8089733,Sedentary,2.0
68.63392,100.0,997.39026,6.0758986,Highly_Active,1.0
87.21636,99.37769,448.34152,6.094589,Seddentary,2.0
234.84094,97.920204,17207.115,5.931396,Highly_Active,3.0
57.084198,95.14827,743.4092,5.5771046,Highly_Active,9.0
57.367374,95.04331,1815.061,4.489105,Sedentary,3.0
45.527557,100.0,11323.952,4.1417317,Seddentary,9.0
88.195694,99.066696,43447.6,7.102562,Sedentary,3.0
71.630775,100.0,4658.913,2.2859914,Highly Active,7.0
86.32019,98.31082,1656.8894,9.418104,Highly Active,5.0
122.10107,97.79304,13174.149,5.5675054,Active,5.0
61.517227,98.18796,3509.7263,3.800318,Highly_Active,8.0
